,AÑO,CÓDIGO_DEPARTAMENTO,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
94,2013,91,22123,81.84,81.83,48.38,83.96,58.22,22.09,95.41,96.86,111.83,91.23,59.61,27.6,12.84,3.29,3.16,1.82,5.26,5.57,95.78,0.0,97.05,5.26,92.31,0.93,0.0,97.05,0.56,2.12,4.32,0.0,4.41,5.16,2.58
95,2013,94,11918,72.57,72.56,50.89,69.02,30.32,9.12,114.03,108.76,150.84,101.87,52.76,59.64,23.08,4.93,3.56,3.83,7.92,6.21,79.71,10.2,80.71,7.92,83.3,15.36,10.2,80.71,18.56,10.49,3.59,10.2,3.72,3.06,1.55
96,2013,95,31276,57.33,57.32,29.48,55.21,44.04,20.89,70.31,58.4,78.05,73.35,49.64,45.17,21.43,4.02,3.63,4.31,4.14,2.39,95.97,0.0,95.69,4.14,97.56,0.01,0.0,95.69,0.0,0.06,1.16,0.0,0.8,1.84,1.79
97,2013,97,12659,62.25,62.25,21.69,63.88,33.2,8.94,74.45,46.56,100.04,64.21,41.06,14.37,19.33,8.53,11.55,7.25,11.19,6.75,81.3,1.52,80.44,11.19,85.61,10.17,1.52,80.44,7.85,7.64,2.85,1.52,2.96,3.01,3.2
98,2013,99,20977,74.61,74.6,35.04,74.82,36.74,14.01,84.57,85.77,119.02,62.13,35.26,20.97,35.33,9.17,7.4,9.83,8.75,6.71,87.84,0.26,87.5,8.75,88.89,2.99,0.26,87.5,4.46,4.4,1.25,0.26,0.91,2.36,1.7
99,2014,5,1266533,90.97,90.85,64.15,90.68,75.13,41.79,103.9,84.41,111.92,109.8,82.73,31.17,62.72,2.33,2.06,1.91,3.09,2.01,95.08,0.07,96.35,3.09,94.9,2.59,0.07,96.35,4.2,3.09,2.09,0.07,1.61,3.35,1.84
100,2014,8,521917,85.81,85.58,52.18,81.1,74.83,44.17,93.65,82.87,101.61,96.24,73.86,23.57,80.87,3.29,1.28,3.38,3.66,3.04,96.37,0.01,96.21,3.66,96.72,0.34,0.01,96.21,0.35,0.24,1.82,0.01,1.7,2.39,1.0
101,2014,11,1460379,80.79,80.38,57.76,76.77,75.23,49.97,86.66,74.09,86.68,93.86,78.68,17.07,99.44,2.5,2.7,2.01,3.01,2.48,97.36,0.0,97.93,3.01,97.35,0.14,0.0,97.93,0.25,0.17,8.69,0.0,5.47,14.06,8.14
102,2014,13,490573,87.5,87.41,58.42,85.29,71.09,37.69,98.71,103.3,109.1,98.15,71.87,21.18,42.16,3.53,1.92,3.47,4.19,3.06,94.1,0.08,94.88,4.19,93.93,2.37,0.08,94.88,3.86,3.01,1.96,0.08,1.96,2.5,1.2
103,2014,15,288366,83.94,83.89,63.09,80.59,74.9,48.36,94.74,82.74,92.61,102.47,89.85,25.43,21.05,1.89,1.67,1.32,2.55,1.97,93.8,0.22,95.83,2.55,93.39,4.31,0.22,95.83,6.6,4.65,2.24,0.22,1.68,3.48,1.86
104,2014,17,195455,80.96,80.93,54.11,76.53,70.6,43.68,92.36,71.33,94.42,99.47,83.4,26.18,28.42,2.65,3.01,2.03,3.45,2.48,94.74,0.25,95.86,3.45,94.8,2.6,0.25,95.86,3.64,2.72,1.73,0.25,1.35,2.54,1.79
105,2014,18,124473,79.36,79.33,46.22,79.56,57.15,23.36,91.71,80.82,108.91,88.44,59.22,28.64,10.89,4.23,4.34,3.85,4.84,4.27,95.67,0.0,96.1,4.84,94.95,0.1,0.0,96.1,0.05,0.78,1.18,0.0,0.98,1.91,0.91
106,2014,19,316362,84.6,84.58,45.54,86.0,64.65,31.39,105.48,83.07,117.29,109.27,80.85,21.34,42.74,4.54,1.67,3.8,6.25,4.91,95.33,0.0,96.17,6.25,94.12,0.12,0.0,96.17,0.01,0.97,1.2,0.0,1.05,1.78,1.01
107,2014,20,261493,96.29,96.14,59.55,93.79,74.6,36.99,111.11,114.26,127.66,106.98,75.61,28.52,30.59,4.95,5.86,4.41,5.7,4.25,92.87,0.69,93.93,5.7,93.26,2.19,0.69,93.93,3.3,2.5,1.2,0.69,1.1,1.69,0.68
108,2014,23,408623,93.23,93.19,54.82,90.81,74.98,36.92,110.59,102.61,118.3,115.69,84.48,22.34,45.22,2.11,1.7,1.72,2.64,2.62,97.5,0.06,98.07,2.64,96.58,0.39,0.06,98.07,0.62,0.8,2.01,0.06,2.07,2.47,1.47
109,2014,25,573948,89.99,89.79,58.96,85.05,81.31,48.48,99.75,88.53,100.84,109.05,84.06,19.65,21.58,2.6,2.44,1.94,3.43,2.56,96.72,0.01,97.8,3.43,96.19,0.69,0.01,97.8,1.15,1.25,1.73,0.01,1.23,2.73,1.43
110,2014,27,145299,81.15,81.14,53.73,83.75,47.84,18.37,100.66,89.83,125.01,88.43,64.86,18.8,18.84,3.53,2.96,3.25,4.54,2.74,90.58,0.21,90.85,4.54,93.24,5.89,0.21,90.85,8.27,4.02,0.44,0.21,0.52,0.39,0.11
111,2014,41,270459,88.35,88.29,59.17,88.99,75.54,39.36,99.41,81.86,107.26,105.87,75.89,26.94,24.48,3.33,2.23,2.35,4.87,3.61,96.53,0.0,97.63,4.87,95.64,0.14,0.0,97.63,0.16,0.74,1.08,0.0,0.86,1.6,1.1
112,2014,44,251458,74.91,74.87,47.26,71.68,44.78,20.09,88.84,97.32,115.69,70.35,43.85,22.55,37.52,4.48,2.26,4.27,6.03,4.05,95.14,0.11,95.52,6.03,95.26,0.38,0.11,95.52,0.8,0.69,1.3,0.11,1.28,1.82,1.06
113,2014,47,331389,90.35,90.1,59.38,83.79,67.94,33.95,108.4,128.4,126.67,99.26,69.5,19.59,23.0,2.96,1.81,2.97,3.34,2.87,96.05,0.4,96.23,3.34,96.07,0.99,0.4,96.23,1.44,1.06,0.93,0.4,0.86,1.17,0.49
114,2014,50,215227,94.77,94.72,59.88,93.29,78.64,42.39,106.4,90.26,118.91,108.51,77.98,28.07,21.28,3.02,3.31,2.72,3.6,2.37,95.07,0.13,96.07,3.6,95.7,1.9,0.13,96.07,3.29,1.94,1.41,0.13,1.06,2.44,0.77
115,2014,52,397640,75.23,75.22,40.97,73.85,56.67,30.02,89.87,71.81,102.11,87.78,72.66,22.2,36.4,2.91,0.52,2.6,4.0,2.58,96.98,0.0,97.36,4.0,97.03,0.11,0.0,97.36,0.17,0.4,1.6,0.0,1.36,2.38,1.37
116,2014,54,313966,87.2,87.15,57.87,89.64,68.4,36.99,98.77,95.62,113.08,96.13,72.08,28.03,15.46,3.3,3.61,3.37,3.4,2.46,96.07,0.09,96.28,3.4,96.48,0.62,0.09,96.28,1.02,1.06,1.64,0.09,1.21,2.71,1.4
117,2014,63,110359,83.93,83.9,44.26,76.97,78.46,44.57,97.59,71.11,95.29,112.65,86.52,29.57,32.26,3.68,3.98,2.91,4.69,3.11,93.02,0.11,95.15,4.69,93.46,3.29,0.11,95.15,5.31,3.43,1.41,0.11,1.08,2.18,1.05
118,2014,66,185754,88.18,88.02,51.56,84.11,76.47,41.11,103.53,82.14,106.63,114.18,85.75,26.09,56.63,3.67,4.0,3.04,4.65,2.96,93.08,0.52,94.54,4.65,93.52,3.25,0.52,94.54,4.75,3.52,1.66,0.52,1.32,2.62,1.2
119,2014,68,413227,93.63,93.52,57.1,93.33,81.72,47.0,105.95,95.89,114.25,110.33,83.1,26.12,21.54,2.82,2.42,2.43,3.46,2.65,95.45,0.49,96.59,3.46,95.08,1.73,0.49,96.59,2.8,2.27,1.76,0.49,1.36,2.8,1.36
120,2014,70,201098,96.88,96.82,68.99,95.99,75.59,39.86,113.29,131.26,124.25,110.21,83.81,23.85,59.08,5.83,2.16,5.87,7.25,4.9,85.08,0.63,85.57,7.25,86.61,9.08,0.63,85.57,12.69,8.49,1.2,0.63,1.18,1.58,0.79
121,2014,73,313709,86.36,86.3,51.27,84.15,72.77,40.72,96.32,84.76,105.4,98.84,74.52,26.31,34.56,4.16,2.83,4.21,4.56,3.62,90.31,0.27,91.55,4.56,91.45,5.53,0.27,91.55,8.58,4.93,0.92,0.27,0.82,1.32,0.65
122,2014,76,880625,85.52,85.34,53.64,83.48,70.81,39.12,98.4,87.98,105.84,103.24,76.79,21.91,36.22,2.16,2.06,1.8,2.74,1.96,95.6,0.18,96.62,2.74,95.9,2.24,0.18,96.62,3.61,2.14,0.82,0.18,0.81,1.06,0.52
123,2014,81,74948,71.55,71.51,43.19,70.83,54.71,27.6,81.48,76.66,93.11,79.12,56.24,20.42,21.23,5.59,1.65,5.0,7.39,6.76,94.4,0.0,95.0,7.39,93.13,0.01,0.0,95.0,0.0,0.11,2.04,0.0,1.47,3.72,1.39
124,2014,85,86899,103.26,103.24,70.06,102.1,84.71,46.18,117.09,100.87,128.33,120.06,90.92,25.78,23.46,2.27,1.92,2.08,2.64,2.2,92.87,0.28,94.55,2.64,93.95,4.86,0.28,94.55,8.36,3.85,1.19,0.28,1.02,1.87,0.56
125,2014,86,92368,77.72,77.71,36.98,76.41,63.22,28.53,90.13,75.09,98.89,95.06,65.79,28.41,18.04,4.33,4.1,3.4,5.76,4.23,94.59,0.0,95.96,5.76,93.92,1.08,0.0,95.96,1.76,1.85,1.04,0.0,0.76,1.79,0.98
126,2014,88,15395,68.17,68.13,54.44,68.17,61.25,38.52,73.86,76.59,76.07,78.89,57.48,26.04,96.0,1.22,2.11,0.94,1.25,1.55,98.74,0.0,99.06,1.25,98.17,0.03,0.0,99.06,0.0,0.27,3.72,0.0,2.9,5.69,3.76
127,2014,91,22167,82.13,82.11,43.91,84.93,57.69,23.09,95.65,89.5,114.05,89.12,63.26,20.29,16.51,3.04,2.97,1.95,4.67,4.35,96.93,0.0,98.02,4.67,95.65,0.03,0.0,98.02,0.05,0.0,3.9,0.0,3.32,6.17,3.39
128,2014,94,11916,73.67,73.67,57.3,71.08,34.22,8.03,90.09,115.92,116.34,76.82,40.08,26.42,30.77,4.88,4.59,3.8,7.24,5.33,81.94,10.69,84.86,7.24,86.27,13.17,10.69,84.86,19.09,8.4,4.64,10.69,4.28,5.62,2.64
129,2014,95,31344,56.23,56.23,26.53,54.26,43.26,20.72,67.66,51.86,74.98,71.57,48.53,29.54,15.02,2.57,2.35,2.34,3.16,2.07,97.17,1.42,97.59,3.16,97.62,0.26,1.42,97.59,0.27,0.3,1.42,1.42,1.17,2.04,1.67
130,2014,97,12699,62.82,62.82,20.97,62.37,34.17,11.1,74.25,41.77,99.52,65.62,41.31,15.28,12.61,7.86,3.18,5.99,11.83,12.07,90.0,0.0,92.42,11.83,81.57,2.14,0.0,92.42,2.68,6.36,3.2,0.0,4.11,2.09,0.86
131,2014,99,21331,74.52,74.51,34.5,74.82,36.18,14.2,84.1,83.6,118.12,62.09,36.36,17.86,49.46,5.09,3.0,3.95,8.63,5.48,88.75,2.94,88.65,8.63,89.51,6.16,2.94,88.65,4.47,5.01,1.1,2.94,0.93,1.97,0.81
132,2015,5,1262800,89.92,89.79,61.07,89.02,74.17,42.61,103.14,79.42,111.0,110.09,82.19,30.39,61.29,3.82,2.86,2.97,5.55,2.8,89.34,0.2,91.59,5.55,91.56,6.84,0.2,91.59,10.56,5.64,2.83,0.2,2.26,4.55,1.95
133,2015,8,520783,86.17,85.92,53.52,82.12,74.28,45.61,93.38,81.92,100.78,95.67,76.02,26.27,88.0,1.39,1.74,1.29,1.57,1.0,95.19,1.06,95.8,1.57,96.78,3.42,1.06,95.8,4.96,2.22,1.69,1.06,1.38,2.42,1.06
134,2015,11,1455309,82.2,81.77,59.17,78.94,74.89,50.61,88.45,73.77,89.14,94.6,81.94,27.56,98.87,3.63,3.48,2.72,4.85,3.2,96.29,0.0,97.25,4.85,96.57,0.09,0.0,97.25,0.12,0.23,9.91,0.0,6.49,16.02,7.94
135,2015,13,488886,88.78,88.69,58.5,87.33,71.05,39.34,100.18,98.61,111.11,100.44,73.44,23.02,44.94,3.01,3.16,2.54,3.75,2.69,91.5,0.78,92.85,3.75,92.34,5.49,0.78,92.85,8.15,4.97,1.83,0.78,1.74,2.46,0.92
136,2015,15,284611,83.62,83.57,63.02,80.65,74.22,48.61,93.37,82.1,92.12,101.3,85.47,25.17,22.96,2.22,1.8,1.39,3.19,2.32,93.27,0.29,95.64,3.19,93.39,4.51,0.29,95.64,7.09,4.29,2.27,0.29,1.46,3.68,2.07
137,2015,17,194108,78.9,78.86,52.47,74.53,69.24,43.55,90.19,68.31,91.54,97.76,82.41,25.44,30.69,3.67,3.66,2.7,5.07,3.1,88.13,0.8,90.65,5.07,90.57,8.2,0.8,90.65,12.14,6.34,2.18,0.8,1.55,3.58,1.65
138,2015,18,124382,73.14,73.12,43.87,72.82,54.52,23.63,85.42,75.37,99.51,82.51,60.16,22.94,14.77,4.87,4.9,4.11,6.31,4.08,91.65,0.67,92.31,6.31,93.23,3.48,0.67,92.31,4.22,2.69,1.26,0.67,1.02,1.87,1.17
139,2015,19,312453,82.21,82.21,44.7,84.42,63.04,31.28,99.04,80.51,112.85,99.32,74.71,19.12,44.93,2.17,2.12,1.31,3.43,2.46,91.64,1.03,92.86,3.43,92.05,6.19,1.03,92.86,8.17,5.48,1.23,1.03,1.24,1.6,0.68
140,2015,20,260802,95.52,95.39,61.65,92.76,73.88,38.63,109.85,109.95,126.53,104.38,78.46,26.72,39.87,4.38,5.46,3.96,5.1,3.1,90.48,1.22,91.48,5.1,92.31,5.14,1.22,91.48,7.24,4.59,1.08,1.22,1.06,1.32,0.35
141,2015,23,409982,89.54,89.5,52.58,87.47,72.18,38.97,103.33,94.22,113.14,105.16,78.72,21.09,39.12,2.26,2.83,1.78,2.9,2.05,94.51,0.62,95.55,2.9,94.32,3.23,0.62,95.55,4.59,3.63,1.79,0.62,1.95,2.05,1.1
142,2015,25,576429,90.72,90.47,55.93,86.83,80.91,50.5,100.22,83.58,102.59,108.25,86.49,19.59,32.73,3.27,3.52,2.24,4.62,2.86,93.2,0.43,95.57,4.62,93.84,3.52,0.43,95.57,5.8,3.3,2.14,0.43,1.67,3.26,1.44
143,2015,27,145625,80.48,80.48,51.99,82.2,47.3,20.35,100.91,91.24,126.13,87.89,63.56,18.79,20.15,4.78,4.27,4.36,6.31,3.02,88.35,0.34,87.49,6.31,94.07,6.87,0.34,87.49,7.41,2.91,0.29,0.34,0.3,0.34,0.12
144,2015,41,269323,87.64,87.58,58.0,87.77,74.81,40.15,99.18,80.48,107.37,105.2,76.13,26.24,38.93,5.17,4.49,3.52,7.75,4.66,87.04,0.34,90.64,7.75,87.67,7.79,0.34,90.64,12.09,7.67,1.09,0.34,0.8,1.78,0.87
145,2015,44,258207,74.12,74.08,47.17,71.58,44.62,19.8,86.61,95.91,110.96,71.23,42.18,23.7,21.9,2.29,1.96,1.96,3.25,1.91,95.83,0.4,96.11,3.25,96.79,1.88,0.4,96.11,2.52,1.3,1.42,0.4,1.29,1.84,0.64
146,2015,47,330539,93.61,93.43,64.05,87.3,69.06,35.65,108.08,143.18,118.86,103.73,71.43,22.89,40.02,3.54,3.07,3.54,3.93,2.82,93.68,1.28,93.88,3.93,94.86,2.78,1.28,93.88,3.72,2.32,1.07,1.28,1.0,1.4,0.46
147,2015,50,217437,92.19,92.14,59.32,90.32,76.35,42.26,103.88,89.88,113.25,106.12,82.14,27.52,52.9,3.3,3.39,2.68,4.35,2.57,92.08,0.1,94.23,4.35,93.46,4.62,0.1,94.23,7.94,3.97,1.1,0.1,0.78,1.94,0.55
148,2015,52,396138,73.53,73.51,39.88,71.43,56.46,29.95,88.26,69.82,95.64,94.26,67.17,21.61,30.27,1.23,0.85,0.75,1.9,1.51,96.42,0.03,97.47,1.9,95.2,2.35,0.03,97.47,3.39,3.28,1.35,0.03,1.04,2.27,0.95
149,2015,54,310611,85.89,85.84,58.03,89.27,68.7,36.24,99.27,92.26,113.58,97.55,72.75,24.33,19.12,2.66,2.9,2.07,3.53,2.54,95.75,0.15,96.86,3.53,95.35,1.59,0.15,96.86,2.55,2.11,1.31,0.15,1.08,2.0,0.85
150,2015,63,109400,81.93,81.86,44.92,74.18,76.01,48.03,94.03,70.16,89.46,108.4,88.63,28.78,15.93,5.9,5.92,4.74,7.63,4.67,88.09,0.15,91.46,7.63,88.94,6.01,0.15,91.46,9.31,6.39,1.38,0.15,1.11,2.04,1.1
151,2015,66,183900,88.12,87.94,54.05,83.32,76.6,43.22,102.5,81.12,103.21,113.61,89.46,25.65,55.42,5.05,5.0,3.67,7.2,3.83,89.03,1.38,92.49,7.2,91.0,5.92,1.38,92.49,9.64,5.18,1.52,1.38,1.28,2.36,0.73
152,2015,68,407815,94.5,94.37,59.9,94.34,82.45,47.84,105.97,94.26,112.23,111.9,85.51,26.17,25.65,3.17,4.18,2.37,4.22,2.51,91.93,0.81,94.7,4.22,92.36,4.9,0.81,94.7,8.18,5.13,1.62,0.81,1.12,2.64,1.31
153,2015,70,200001,95.8,95.74,67.38,95.0,73.13,42.25,112.16,125.56,122.33,109.59,85.64,22.7,50.39,2.65,2.96,1.98,3.54,2.59,87.04,0.97,88.13,3.54,88.57,10.31,0.97,88.13,14.27,8.84,0.61,0.97,0.69,0.55,0.23
154,2015,73,310206,85.48,85.41,51.39,83.09,71.52,42.41,96.32,82.72,104.54,98.92,77.44,25.42,27.8,3.71,4.45,3.1,4.68,2.77,89.08,0.57,90.97,4.68,91.96,7.22,0.57,90.97,10.99,5.27,0.58,0.57,0.52,0.83,0.37
155,2015,76,875476,84.44,84.26,50.96,82.63,69.59,39.64,96.74,82.24,104.4,101.13,77.2,22.38,43.1,2.78,3.07,2.24,3.63,2.31,91.04,0.69,93.14,3.63,92.71,6.18,0.69,93.14,9.7,4.99,0.92,0.69,0.72,1.44,0.6
156,2015,81,75107,72.88,72.84,46.47,71.95,55.91,28.37,82.95,82.65,91.52,82.64,59.76,20.22,37.55,3.51,3.17,2.82,4.84,3.28,96.29,0.0,97.18,4.84,95.64,0.2,0.0,97.18,0.34,1.08,2.27,0.0,1.92,3.47,1.92
157,2015,85,87417,102.43,102.39,70.61,102.0,83.12,46.95,115.06,102.31,123.5,119.57,90.97,25.71,20.3,3.75,4.13,3.04,5.04,2.59,88.89,0.42,91.59,5.04,92.06,7.36,0.42,91.59,12.39,5.35,1.21,0.42,1.01,1.84,0.69
158,2015,86,91874,76.71,76.7,35.59,75.52,63.09,29.54,88.74,72.48,95.92,94.84,66.7,27.77,25.27,5.26,6.29,4.45,6.46,4.3,89.23,0.34,91.54,6.46,90.31,5.51,0.34,91.54,8.75,5.39,0.85,0.34,0.74,1.2,0.82
159,2015,88,15265,67.34,67.3,52.34,67.37,60.42,39.01,72.67,69.1,76.07,76.45,58.81,25.8,83.33,0.63,0.29,0.4,1.01,0.7,95.92,0.15,97.57,1.01,96.21,3.44,0.15,97.57,6.26,3.08,2.16,0.15,1.83,3.24,1.48
160,2015,91,22212,81.49,81.46,40.65,82.75,59.41,26.52,95.76,79.35,111.01,94.27,67.01,20.13,16.36,4.76,4.54,2.53,8.0,6.69,89.23,0.27,90.55,8.0,88.52,6.01,0.27,90.55,6.27,4.79,1.65,0.27,2.02,1.39,1.34
161,2015,94,11913,75.3,75.3,53.21,72.75,35.9,8.16,93.44,117.02,117.23,85.78,38.1,26.15,24.44,7.64,6.62,6.39,10.59,7.61,75.4,11.32,76.19,10.59,76.32,16.96,11.32,76.19,18.55,16.07,2.12,11.32,2.24,1.89,0.0
162,2015,95,31553,54.91,54.9,27.32,54.02,40.88,19.45,65.9,53.93,72.87,68.61,47.72,27.73,24.08,4.7,4.68,3.79,6.48,3.72,87.99,2.7,89.92,6.48,90.06,7.31,2.7,89.92,10.45,6.22,1.21,2.7,0.9,2.05,0.94
163,2015,97,12684,64.08,64.08,20.27,64.42,35.56,11.59,76.58,44.34,101.51,68.79,42.91,14.69,24.58,8.08,6.79,7.73,9.66,5.86,78.38,5.79,77.15,9.66,85.74,13.54,5.79,77.15,12.93,8.4,3.49,5.79,4.08,3.37,0.16
164,2015,99,21644,76.82,76.81,39.63,79.35,34.6,14.94,87.09,86.64,123.64,62.26,38.02,14.63,41.62,9.23,10.14,8.15,12.15,7.96,76.94,1.62,75.5,12.15,84.8,13.82,1.62,75.5,13.39,7.24,0.88,1.62,0.82,1.11,1.33
165,2016,5,1265147,88.2,88.08,56.51,86.84,73.59,43.42,101.72,75.25,108.88,109.04,82.86,30588.0,26.18,4.47,3.58,3.42,6.46,3.38,88.4,0.17,90.66,6.46,90.97,7.13,0.17,90.66,10.63,5.66,3.02,0.17,3.04,4.12,1.16
166,2016,8,519509,89.7,89.35,53.37,85.78,75.45,50.37,98.02,84.58,105.21,99.77,83.3,27781.0,95.39,2.13,2.91,2.07,2.28,1.5,94.42,1.16,94.98,2.28,96.06,3.44,1.16,94.98,4.89,2.44,1.23,1.16,1.21,1.52,0.52
167,2016,11,1453283,80.7,80.26,56.39,79.04,72.6,49.73,87.29,71.28,88.8,92.09,82.07,27281.0,97.65,2.08,2.17,1.57,2.69,2.02,97.55,0.0,98.39,2.69,95.98,0.37,0.0,98.39,0.17,2.0,3.73,0.0,2.92,6.01,2.09
168,2016,13,487274,89.5,89.41,56.28,88.01,70.99,42.55,101.18,97.89,112.11,101.25,75.56,24543.0,48.21,2.97,3.58,2.45,3.71,2.48,91.68,0.77,93.07,3.71,92.44,5.35,0.77,93.07,7.89,5.07,2.16,0.77,2.22,2.66,1.07
169,2016,15,279627,83.8,83.7,60.62,81.48,74.7,50.36,96.0,79.49,98.11,101.39,87.69,24765.0,26.86,2.46,2.01,1.47,3.7,2.33,93.5,0.21,95.82,3.7,93.76,4.04,0.21,95.82,6.28,3.91,2.18,0.21,1.66,3.49,1.12
170,2016,17,192703,77.4,77.4,50.21,72.48,69.4,43.8,88.86,66.21,89.26,97.77,81.13,25336.0,35.58,4.28,4.38,3.14,5.91,3.44,89.16,0.51,91.27,5.91,91.85,6.56,0.51,91.27,9.42,4.72,2.16,0.51,1.78,3.2,1.33
171,2016,18,124296,75.4,75.36,46.75,74.9,54.99,24.68,88.13,79.44,102.24,83.9,64.97,26515.0,11.9,6.88,7.22,5.92,8.78,5.29,91.69,0.18,92.88,8.78,92.55,1.43,0.18,92.88,1.96,2.16,2.2,0.18,2.16,2.97,1.0
172,2016,19,307989,83.9,83.84,48.41,85.12,65.49,33.56,100.22,84.06,112.56,102.27,74.83,20246.0,51.52,2.84,2.57,1.85,4.25,3.3,91.42,0.98,92.44,4.25,91.52,5.73,0.98,92.44,7.05,5.19,1.22,0.98,1.06,1.78,0.8
173,2016,20,259794,97.6,97.44,58.68,95.6,75.01,42.61,110.73,111.77,124.98,105.99,83.48,27664.0,39.68,5.07,6.94,4.77,5.63,3.01,89.53,2.27,90.23,5.63,92.48,5.4,2.27,90.23,7.1,4.52,1.19,2.27,1.18,1.45,0.5
174,2016,23,411715,90.3,90.28,50.99,87.49,72.53,42.42,104.35,93.94,114.23,104.42,83.77,21791.0,47.41,3.03,3.4,2.27,4.02,3.07,93.6,0.61,95.0,4.02,93.2,3.37,0.61,95.0,4.86,3.73,3.75,0.61,3.81,4.38,1.87
175,2016,25,577612,91.2,90.9,56.31,88.25,80.47,50.92,101.15,83.89,103.6,108.7,88.49,19579.0,34.84,3.68,4.02,2.68,5.05,3.06,93.27,0.54,95.3,5.05,94.38,3.05,0.54,95.3,4.97,2.56,2.4,0.54,1.86,3.71,1.46
176,2016,27,145596,79.8,79.85,49.12,81.51,48.05,22.34,96.88,86.92,122.4,83.45,59.64,22587.0,38.49,3.58,3.94,3.24,4.37,2.77,87.44,0.34,87.18,4.37,92.38,8.98,0.34,87.18,11.56,4.85,1.94,0.34,2.7,1.28,0.4
177,2016,41,268744,85.9,85.84,56.87,86.07,73.0,40.51,96.84,80.43,103.87,102.15,76.86,25.34,26.44,5.23,4.29,3.75,7.76,4.39,85.82,0.4,89.7,7.76,87.23,8.94,0.4,89.7,14.28,8.38,4.35,0.4,4.14,6.01,2.46
178,2016,44,264785,75.7,75.59,48.47,72.88,45.95,20.57,88.3,101.54,111.46,74.15,42.65,23.92,22.3,4.62,3.83,5.06,4.46,2.76,93.5,0.6,93.09,4.46,96.0,1.89,0.6,93.09,2.67,1.24,4.5,0.6,4.59,5.3,1.47
179,2016,47,329234,92.5,92.33,58.96,85.37,68.74,37.96,108.24,129.28,117.94,106.98,75.5,23.34,54.03,3.2,3.59,3.16,3.4,2.35,94.31,0.43,94.66,3.4,95.66,2.49,0.43,94.66,3.71,1.99,5.31,0.43,4.83,4.38,1.4
180,2016,50,219565,92.4,92.28,56.26,90.78,77.27,43.97,104.73,87.44,114.32,106.25,85.56,27421.0,51.73,5.35,6.58,4.24,7.02,4.06,89.08,0.18,91.88,7.02,90.73,5.57,0.18,91.88,9.22,5.21,0.86,0.18,0.84,1.23,0.25
181,2016,52,394574,71.1,71.13,38.56,68.32,56.56,29.8,83.28,67.99,91.57,86.98,63.11,21151.0,32.91,1.67,0.8,1.0,2.61,2.22,96.44,0.04,97.71,2.61,95.86,1.89,0.04,97.71,3.07,1.92,2.64,0.04,2.36,3.79,1.34
182,2016,54,307238,88.6,88.51,58.43,92.31,70.9,38.0,101.66,92.73,115.55,100.97,74.99,26773.0,31.35,4.84,5.4,3.89,6.51,3.7,91.24,0.26,93.44,6.51,91.76,3.91,0.26,93.44,6.45,4.55,1.85,0.26,1.57,2.69,1.25
183,2016,63,108652,79.8,79.74,46.06,72.4,75.16,49.3,91.75,69.15,86.34,104.45,91.22,27934.0,47.77,6.18,6.37,4.97,7.99,4.87,87.41,0.29,90.59,7.99,89.37,6.41,0.29,90.59,9.89,5.76,1.13,0.29,0.8,1.83,0.7
184,2016,66,182345,87.4,87.16,54.74,82.95,76.03,44.93,102.31,80.97,104.31,110.1,92.6,25753.0,52.11,4.67,5.37,3.35,6.6,3.51,89.54,1.38,92.56,6.6,91.03,5.79,1.38,92.56,8.91,5.46,1.09,1.38,0.89,1.69,0.51
185,2016,68,402820,95.2,95.0,59.67,94.75,83.0,50.45,106.47,95.39,111.42,112.12,89.14,24887.0,32.65,3.97,5.1,3.17,5.17,2.76,89.89,0.52,92.98,5.17,91.08,6.14,0.52,92.98,10.22,6.15,2.48,0.52,1.96,3.9,1.27
186,2016,70,198817,96.8,96.72,64.46,96.01,74.19,44.8,111.51,127.26,122.12,107.39,85.64,23034.0,55.54,2.95,3.14,2.34,3.97,2.27,87.41,1.44,88.95,3.97,89.5,9.64,1.44,88.95,13.93,8.23,0.47,1.44,0.48,0.57,0.32
187,2016,73,306395,84.7,84.59,49.33,82.47,71.2,44.23,95.33,79.58,101.85,98.73,80.13,25322.0,40.63,3.7,4.02,2.97,4.91,2.8,89.31,0.7,91.64,4.91,91.1,6.98,0.7,91.64,10.67,6.1,0.61,0.7,0.6,0.82,0.25
